campaign_id,campaign_type,offer_type,audience_segment,device_main,send_day,send_hour,subject_length,has_personalization,subject_sentiment,is_urgent,has_image,nb_links,cta_count,audience_size,marketing_pressure,previous_segment_open_rate,previous_segment_ctr,open_rate,click_rate,conversion_rate
4451,promo,limited_offer,prospect,desktop,wednesday,9,28,0,urgent,1,0,4,3,77615,4,0.2623,0.011,0.2399,0.0825,0.0555
4452,cart_abandonment,limited_offer,inactive_customer,mobile,wednesday,19,30,1,neutral,0,1,3,2,86886,3,0.1796,0.0292,0.1702,0.0922,0.0671
4453,promo,no_offer,inactive_customer,desktop,tuesday,10,36,0,positive,0,1,5,3,38121,0,0.1654,0.0267,0.1916,0.0639,0.001
4454,cart_abandonment,discount,prospect,mobile,sunday,14,52,0,positive,0,1,3,3,91977,0,0.19,0.0316,0.2041,0.1175,0.0898
4455,reactivation,limited_offer,prospect,mobile,tuesday,20,65,1,positive,0,0,1,1,24980,2,0.1919,0.042,0.1788,0.0634,0.0402
4456,reactivation,discount,prospect,desktop,monday,11,19,0,neutral,0,1,2,3,92966,4,0.2271,0.0301,0.1345,0.0525,0.0324
4457,newsletter,no_offer,loyal_customer,desktop,saturday,12,51,1,positive,0,1,2,1,78764,1,0.302,0.0713,0.2407,0.1638,0.0591
4458,onboarding,free_shipping,prospect,desktop,wednesday,15,55,0,urgent,1,0,3,1,83209,4,0.2055,0.0603,0.2122,0.1151,0.0584
4459,onboarding,free_shipping,inactive_customer,mobile,saturday,7,45,1,urgent,1,0,3,2,4240,3,0.1346,0.0395,0.1512,0.0744,0.0422
4460,newsletter,discount,loyal_customer,desktop,saturday,11,36,0,urgent,1,1,2,1,19758,3,0.2878,0.0798,0.2513,0.1606,0.0674
4461,onboarding,bundle,inactive_customer,desktop,friday,11,38,1,neutral,0,1,1,1,8685,2,0.1668,0.0467,0.1759,0.0851,0.0244
4462,cart_abandonment,bundle,prospect,mobile,saturday,16,44,1,urgent,1,1,2,2,42210,4,0.2521,0.0452,0.211,0.1248,0.0923
4463,cart_abandonment,free_shipping,new_customer,desktop,friday,16,39,1,urgent,1,1,3,2,17469,0,0.2843,0.0618,0.3071,0.1709,0.1099
4464,newsletter,limited_offer,prospect,desktop,thursday,16,61,0,positive,0,1,5,3,65516,2,0.172,0.0241,0.1496,0.051,0.0189
4465,newsletter,limited_offer,loyal_customer,desktop,friday,8,27,0,positive,0,1,3,1,34738,0,0.3875,0.0915,0.336,0.194,0.0759
4466,onboarding,discount,loyal_customer,mobile,saturday,16,49,1,urgent,1,1,4,1,19010,6,0.2946,0.0773,0.29,0.176,0.103
4467,reactivation,bundle,new_customer,mobile,monday,9,54,1,positive,0,1,1,2,98914,2,0.2336,0.0625,0.2445,0.0973,0.0284
4468,reactivation,free_shipping,inactive_customer,mobile,monday,12,68,0,neutral,0,1,5,2,40533,6,0.1591,0.0227,0.0383,0.005,0.001
4469,promo,limited_offer,prospect,mobile,saturday,19,48,0,neutral,0,1,2,2,99111,6,0.2177,0.0449,0.1194,0.0861,0.0396
4470,newsletter,limited_offer,inactive_customer,desktop,wednesday,13,67,1,neutral,0,1,4,3,89545,1,0.1377,0.0084,0.0982,0.0573,0.0312
4471,newsletter,free_shipping,prospect,desktop,saturday,14,23,0,urgent,1,1,4,1,20122,0,0.2364,0.0459,0.172,0.0935,0.048
4472,onboarding,discount,loyal_customer,desktop,tuesday,14,55,0,neutral,0,1,1,1,16679,3,0.3749,0.1022,0.3082,0.1787,0.0787
4473,onboarding,bundle,prospect,mobile,saturday,18,69,0,urgent,1,1,2,2,40542,4,0.2369,0.0379,0.1835,0.0942,0.0507
4474,cart_abandonment,discount,prospect,mobile,thursday,19,18,1,urgent,1,1,3,2,16262,3,0.2526,0.0468,0.2515,0.1249,0.0883
4475,promo,limited_offer,inactive_customer,mobile,wednesday,20,71,1,positive,0,1,1,3,75397,6,0.1299,0.0243,0.1207,0.0447,0.0205
4476,cart_abandonment,no_offer,inactive_customer,mobile,sunday,13,72,0,urgent,1,0,5,2,57575,3,0.1734,0.0139,0.1488,0.0637,0.0495
4477,cart_abandonment,bundle,prospect,mobile,friday,18,42,1,positive,0,0,2,3,82117,0,0.2049,0.045,0.2621,0.1203,0.0963
4478,reactivation,no_offer,loyal_customer,desktop,friday,17,51,0,neutral,0,1,4,3,72922,6,0.341,0.0904,0.2156,0.1147,0.0184
4479,promo,bundle,prospect,mobile,thursday,8,51,1,neutral,0,1,5,1,6626,5,0.2389,0.026,0.2053,0.0832,0.062
4480,promo,bundle,new_customer,mobile,tuesday,12,49,1,positive,0,1,3,3,90256,0,0.2825,0.0385,0.2758,0.1248,0.0802
4481,promo,no_offer,prospect,mobile,monday,10,23,1,positive,0,1,3,2,78659,4,0.1925,0.0428,0.1763,0.0613,0.0301
4482,cart_abandonment,free_shipping,inactive_customer,desktop,saturday,16,20,1,urgent,1,1,2,2,53420,1,0.1451,0.0227,0.1831,0.1047,0.0838
4483,onboarding,free_shipping,inactive_customer,mobile,friday,20,39,0,positive,0,0,2,3,83622,1,0.1549,0.005,0.1456,0.0511,0.0279
4484,cart_abandonment,free_shipping,inactive_customer,desktop,wednesday,13,40,0,neutral,0,0,5,2,23263,2,0.1013,0.0074,0.1418,0.0516,0.0412
4485,newsletter,free_shipping,prospect,mobile,monday,15,52,1,neutral,0,1,5,2,27020,1,0.232,0.0727,0.173,0.0794,0.0197
4486,promo,no_offer,prospect,mobile,sunday,9,26,1,positive,0,1,5,1,6796,6,0.2382,0.0388,0.1998,0.0466,0.0258
4487,reactivation,limited_offer,inactive_customer,mobile,wednesday,14,48,0,neutral,0,1,2,2,99182,6,0.1567,0.0337,0.0711,0.0376,0.0104
4488,onboarding,no_offer,inactive_customer,mobile,monday,13,29,1,neutral,0,1,3,1,13629,3,0.219,0.0339,0.1754,0.0356,0.0078
4489,newsletter,free_shipping,inactive_customer,mobile,sunday,11,20,1,urgent,1,1,1,2,71738,6,0.1992,0.03,0.1374,0.0399,0.001
4490,reactivation,bundle,prospect,desktop,monday,7,37,0,neutral,0,1,2,2,25168,5,0.2353,0.006,0.1574,0.0112,0.0045
4491,newsletter,limited_offer,prospect,desktop,thursday,15,47,0,neutral,0,1,5,1,91599,6,0.1615,0.005,0.1472,0.0667,0.0337
4492,reactivation,limited_offer,inactive_customer,desktop,sunday,7,53,1,neutral,0,1,1,3,65469,4,0.1623,0.027,0.1021,0.0259,0.001
4493,promo,no_offer,new_customer,desktop,thursday,12,50,1,neutral,0,0,4,2,73597,2,0.2672,0.0522,0.194,0.0844,0.0363
4494,promo,bundle,inactive_customer,desktop,wednesday,13,46,1,neutral,0,0,1,2,44139,1,0.1585,0.0256,0.1844,0.0627,0.0351
4495,newsletter,bundle,prospect,mobile,monday,7,49,1,urgent,1,1,1,1,60370,4,0.1898,0.0104,0.2021,0.107,0.0408
4496,cart_abandonment,discount,loyal_customer,mobile,friday,18,44,0,positive,0,1,3,1,80969,3,0.3208,0.0798,0.2973,0.1892,0.1435
4497,promo,limited_offer,inactive_customer,mobile,monday,13,73,0,urgent,1,0,4,1,64249,2,0.1543,0.0143,0.1509,0.0892,0.0562
4498,onboarding,discount,prospect,mobile,sunday,20,41,1,urgent,1,1,3,2,54732,1,0.1531,0.0423,0.1901,0.1134,0.0556
4499,onboarding,limited_offer,inactive_customer,mobile,tuesday,16,61,1,urgent,1,0,4,1,65349,4,0.083,0.0334,0.1004,0.0544,0.0435
4500,cart_abandonment,discount,loyal_customer,mobile,friday,17,33,1,positive,0,1,4,1,28922,3,0.364,0.0935,0.3414,0.1947,0.1388
4501,reactivation,discount,inactive_customer,mobile,monday,17,21,1,positive,0,1,4,2,37827,3,0.2196,0.0534,0.1918,0.0627,0.0133
4502,newsletter,free_shipping,prospect,desktop,thursday,17,49,0,positive,0,1,4,1,34226,0,0.2164,0.0504,0.2085,0.115,0.0418
4503,reactivation,discount,inactive_customer,mobile,saturday,12,45,0,neutral,0,1,1,1,18839,5,0.1683,0.0389,0.0548,0.0267,0.0199
4504,reactivation,free_shipping,new_customer,desktop,friday,11,62,1,urgent,1,0,5,2,16325,1,0.2365,0.0429,0.2059,0.0806,0.017
4505,reactivation,discount,loyal_customer,mobile,thursday,7,59,1,neutral,0,1,5,1,3719,2,0.3564,0.0679,0.2742,0.1255,0.0613
4506,newsletter,bundle,inactive_customer,mobile,saturday,16,19,1,neutral,0,1,1,2,75930,3,0.1715,0.0384,0.1089,0.049,0.0205
4507,newsletter,discount,inactive_customer,desktop,friday,16,48,1,neutral,0,1,1,2,53325,4,0.1783,0.0381,0.1362,0.0358,0.0131
4508,cart_abandonment,bundle,inactive_customer,mobile,sunday,7,56,0,neutral,0,1,4,1,65696,6,0.1699,0.019,0.1134,0.0374,0.0299
4509,onboarding,limited_offer,inactive_customer,mobile,tuesday,12,53,1,neutral,0,0,5,3,57874,5,0.1395,0.0287,0.1686,0.0534,0.031
4510,reactivation,no_offer,prospect,mobile,friday,7,57,1,positive,0,0,2,2,45560,3,0.2256,0.0324,0.1534,0.0589,0.0142
4511,onboarding,free_shipping,inactive_customer,desktop,monday,16,66,1,urgent,1,0,1,2,62286,3,0.1826,0.0394,0.1045,0.0495,0.031
4512,cart_abandonment,discount,prospect,desktop,saturday,15,26,1,urgent,1,1,2,1,62393,0,0.209,0.0334,0.2515,0.1468,0.1175
4513,newsletter,limited_offer,new_customer,mobile,sunday,14,49,0,urgent,1,1,4,1,37669,6,0.227,0.0574,0.1827,0.0855,0.0549
4514,newsletter,bundle,inactive_customer,desktop,friday,10,73,1,positive,0,0,5,2,69408,6,0.1839,0.0313,0.1059,0.035,0.0068
4515,reactivation,free_shipping,new_customer,mobile,tuesday,16,43,1,neutral,0,0,5,2,9163,1,0.2164,0.026,0.168,0.0446,0.0237
4516,newsletter,limited_offer,prospect,mobile,saturday,13,47,0,positive,0,0,1,2,88396,6,0.236,0.0476,0.1457,0.0715,0.0344
4517,reactivation,no_offer,inactive_customer,mobile,thursday,20,66,0,positive,0,1,3,1,71062,6,0.2071,0.0336,0.03,0.0181,0.0044
4518,cart_abandonment,bundle,loyal_customer,mobile,thursday,15,23,1,neutral,0,0,2,2,89135,2,0.3371,0.0569,0.309,0.1528,0.1015
4519,promo,no_offer,prospect,mobile,friday,14,27,0,neutral,0,0,5,1,67863,4,0.1897,0.0276,0.1777,0.0456,0.0204
4520,promo,free_shipping,new_customer,desktop,friday,12,63,1,neutral,0,1,4,3,47818,6,0.2068,0.0528,0.164,0.086,0.0366
4521,onboarding,bundle,loyal_customer,mobile,tuesday,9,74,0,positive,0,1,1,2,59700,5,0.3794,0.0691,0.2903,0.1168,0.0747
4522,cart_abandonment,free_shipping,inactive_customer,mobile,friday,13,42,1,urgent,1,1,3,3,5736,1,0.1332,0.0178,0.2092,0.0976,0.0781
4523,promo,no_offer,loyal_customer,mobile,thursday,14,47,1,urgent,1,1,2,3,72843,6,0.3243,0.0835,0.2621,0.1293,0.0578
4524,newsletter,limited_offer,prospect,mobile,friday,12,18,0,urgent,1,1,2,2,31540,1,0.2003,0.0272,0.2456,0.0945,0.0465
4525,reactivation,discount,loyal_customer,desktop,tuesday,8,70,0,positive,0,1,1,2,49498,0,0.304,0.0944,0.2518,0.138,0.0656
4526,reactivation,discount,new_customer,desktop,sunday,9,35,1,positive,0,0,1,3,53658,3,0.2299,0.03,0.2085,0.0477,0.0299
4527,cart_abandonment,free_shipping,prospect,mobile,friday,20,67,0,positive,0,0,5,2,36841,0,0.1868,0.0254,0.1818,0.1084,0.0861
4528,onboarding,no_offer,inactive_customer,desktop,monday,18,22,1,urgent,1,0,4,1,76893,0,0.2023,0.0219,0.1668,0.0922,0.0453
4529,onboarding,no_offer,prospect,mobile,tuesday,10,57,1,urgent,1,1,4,3,5614,5,0.2051,0.0276,0.2164,0.0577,0.024
4530,reactivation,discount,new_customer,desktop,saturday,12,34,1,neutral,0,0,1,2,66681,5,0.2208,0.0594,0.1502,0.066,0.026
4531,onboarding,bundle,new_customer,mobile,monday,15,26,0,positive,0,0,3,2,84308,1,0.2554,0.0437,0.2518,0.1139,0.0691
4532,onboarding,bundle,new_customer,mobile,wednesday,11,74,0,positive,0,0,5,3,80987,2,0.2639,0.0414,0.2674,0.1135,0.0645
4533,reactivation,bundle,prospect,mobile,sunday,14,50,1,urgent,1,1,4,2,25648,5,0.2285,0.0512,0.1393,0.0529,0.0209
4534,newsletter,bundle,inactive_customer,mobile,thursday,15,56,0,positive,0,1,1,2,54606,4,0.1704,0.0446,0.089,0.0328,0.0098
4535,newsletter,bundle,new_customer,desktop,monday,13,44,0,urgent,1,1,5,1,50945,2,0.2358,0.0535,0.2307,0.1417,0.0536
4536,onboarding,no_offer,new_customer,mobile,friday,19,37,0,positive,0,1,2,2,97609,6,0.21,0.0516,0.1554,0.0776,0.043
4537,promo,limited_offer,new_customer,desktop,sunday,12,53,0,urgent,1,1,4,3,77269,5,0.2372,0.0594,0.1928,0.086,0.0609
4538,reactivation,discount,inactive_customer,desktop,friday,19,42,1,urgent,1,0,5,1,29283,4,0.1307,0.0282,0.1223,0.0371,0.0193
4539,promo,limited_offer,prospect,desktop,sunday,10,52,0,neutral,0,1,2,1,91228,5,0.2131,0.0279,0.1522,0.0625,0.0397
4540,reactivation,limited_offer,new_customer,mobile,thursday,20,74,1,neutral,0,0,3,2,5214,4,0.2549,0.0455,0.2111,0.1016,0.0369
4541,onboarding,no_offer,new_customer,desktop,monday,12,24,0,positive,0,1,1,3,71483,1,0.2714,0.0362,0.2347,0.1054,0.0585
4542,reactivation,limited_offer,loyal_customer,mobile,tuesday,11,61,1,urgent,1,1,5,3,8579,2,0.3586,0.0988,0.3371,0.1563,0.073
4543,reactivation,limited_offer,prospect,mobile,tuesday,20,60,1,neutral,0,1,4,2,2104,2,0.1879,0.0415,0.1671,0.0655,0.0258
4544,cart_abandonment,bundle,prospect,mobile,friday,17,29,0,positive,0,1,3,1,75257,6,0.1773,0.0454,0.1956,0.1029,0.0765
4545,promo,limited_offer,inactive_customer,mobile,thursday,10,22,1,positive,0,0,4,3,71615,1,0.1565,0.005,0.1846,0.0713,0.0539
4546,onboarding,bundle,prospect,desktop,sunday,17,62,1,urgent,1,1,3,3,79168,1,0.1802,0.0433,0.1551,0.1144,0.054
4547,newsletter,limited_offer,inactive_customer,mobile,thursday,17,68,0,neutral,0,0,1,1,16050,1,0.1822,0.0379,0.1431,0.046,0.0272
4548,onboarding,no_offer,loyal_customer,desktop,sunday,15,20,1,neutral,0,0,5,1,1864,3,0.3344,0.111,0.2529,0.1377,0.0671
4549,newsletter,discount,inactive_customer,mobile,saturday,9,49,1,neutral,0,0,3,1,74244,5,0.1149,0.0126,0.1352,0.0592,0.0151
4550,cart_abandonment,no_offer,new_customer,mobile,saturday,10,56,1,neutral,0,1,1,3,8641,1,0.2566,0.0578,0.2875,0.1237,0.0755
4551,reactivation,no_offer,loyal_customer,mobile,saturday,17,70,0,positive,0,1,4,3,68467,2,0.3376,0.0784,0.19,0.0966,0.0387
4552,cart_abandonment,discount,inactive_customer,mobile,friday,8,44,1,urgent,1,1,1,2,25508,4,0.1592,0.0194,0.1534,0.088,0.0704
4553,newsletter,discount,new_customer,mobile,wednesday,11,71,0,positive,0,1,4,2,42614,0,0.2631,0.0611,0.2281,0.1249,0.0562
4554,promo,discount,loyal_customer,desktop,saturday,19,44,1,positive,0,1,5,1,29841,2,0.3189,0.0816,0.3045,0.1698,0.085
4555,promo,limited_offer,prospect,mobile,thursday,9,26,1,neutral,0,1,2,3,61831,0,0.1982,0.0358,0.2371,0.1475,0.0597
4556,cart_abandonment,no_offer,new_customer,desktop,friday,14,45,1,urgent,1,1,5,2,93071,1,0.2619,0.0655,0.2435,0.1266,0.0877
4557,onboarding,no_offer,prospect,mobile,sunday,15,39,1,neutral,0,1,5,3,86420,1,0.2021,0.0303,0.2001,0.0684,0.0353
4558,newsletter,free_shipping,inactive_customer,mobile,friday,10,19,1,positive,0,1,1,1,73906,4,0.1646,0.0299,0.1195,0.0569,0.0158
4559,cart_abandonment,no_offer,prospect,mobile,wednesday,12,69,0,neutral,0,0,5,2,72612,3,0.172,0.0308,0.1677,0.0674,0.0422
4560,newsletter,no_offer,prospect,desktop,sunday,18,55,1,neutral,0,1,4,1,65385,2,0.2107,0.0126,0.1237,0.0558,0.001
4561,promo,no_offer,loyal_customer,desktop,friday,17,57,0,positive,0,1,4,2,1242,4,0.3006,0.0822,0.2728,0.1445,0.0656
4562,onboarding,limited_offer,prospect,mobile,tuesday,17,60,1,neutral,0,1,5,2,41978,5,0.2304,0.0091,0.2007,0.0646,0.0501
4563,cart_abandonment,bundle,prospect,mobile,saturday,20,66,0,neutral,0,1,2,1,29325,5,0.2538,0.0427,0.1074,0.0736,0.0589
4564,reactivation,limited_offer,prospect,mobile,friday,8,40,1,positive,0,1,4,3,51302,4,0.1758,0.0402,0.1554,0.0691,0.0352
4565,reactivation,limited_offer,new_customer,mobile,sunday,20,38,1,neutral,0,0,4,1,80068,4,0.2382,0.0456,0.1686,0.0827,0.0338
4566,cart_abandonment,bundle,inactive_customer,desktop,saturday,13,29,1,positive,0,1,5,3,46731,5,0.1239,0.0619,0.1395,0.0611,0.0489
4567,newsletter,limited_offer,loyal_customer,mobile,monday,18,33,1,positive,0,1,4,1,38171,6,0.2959,0.076,0.2528,0.1495,0.0805
4568,cart_abandonment,discount,inactive_customer,mobile,wednesday,9,61,1,urgent,1,1,3,3,58839,1,0.1622,0.0352,0.2452,0.1136,0.082
4569,newsletter,bundle,prospect,desktop,monday,17,52,1,positive,0,1,2,1,58476,2,0.2395,0.0473,0.1904,0.098,0.0533
4570,newsletter,free_shipping,inactive_customer,desktop,sunday,16,19,1,positive,0,0,3,1,71749,4,0.1751,0.0315,0.1091,0.0546,0.015
4571,cart_abandonment,no_offer,loyal_customer,desktop,wednesday,13,58,1,urgent,1,1,1,1,17257,1,0.3426,0.1032,0.3414,0.1703,0.1127
4572,reactivation,free_shipping,inactive_customer,mobile,saturday,13,20,0,positive,0,1,1,2,41717,2,0.1708,0.0334,0.1261,0.0357,0.0047
4573,cart_abandonment,bundle,new_customer,mobile,thursday,7,46,1,neutral,0,1,4,2,39688,1,0.2592,0.0671,0.2933,0.1532,0.1067
4574,cart_abandonment,discount,loyal_customer,desktop,monday,15,52,1,urgent,1,0,3,2,64777,2,0.3413,0.0829,0.3604,0.201,0.1291
4575,promo,no_offer,new_customer,mobile,wednesday,19,48,0,neutral,0,0,1,2,93172,6,0.281,0.0602,0.158,0.0623,0.0128
4576,newsletter,free_shipping,inactive_customer,mobile,thursday,14,21,0,urgent,1,1,3,3,38928,5,0.1345,0.0457,0.112,0.0559,0.0037
4577,promo,bundle,inactive_customer,desktop,tuesday,14,42,1,urgent,1,1,2,3,59935,6,0.1712,0.034,0.1721,0.0518,0.0224
4578,onboarding,no_offer,inactive_customer,mobile,tuesday,7,72,1,urgent,1,0,2,2,19087,1,0.1453,0.0256,0.1714,0.0852,0.0435
4579,newsletter,bundle,prospect,mobile,saturday,7,51,1,neutral,0,0,2,1,2967,4,0.1892,0.0329,0.1168,0.069,0.0287
4580,newsletter,discount,loyal_customer,mobile,sunday,17,29,0,urgent,1,1,3,1,80201,5,0.3241,0.0891,0.2338,0.163,0.0766
4581,cart_abandonment,discount,prospect,desktop,tuesday,14,46,1,neutral,0,1,5,2,28606,3,0.1614,0.06,0.212,0.1013,0.08
4582,reactivation,limited_offer,prospect,mobile,thursday,17,40,0,neutral,0,0,5,2,52813,2,0.2122,0.0354,0.1695,0.0602,0.026
4583,reactivation,no_offer,prospect,mobile,monday,7,19,1,neutral,0,1,5,2,11973,0,0.2017,0.005,0.1161,0.0229,0.001
4584,newsletter,free_shipping,prospect,desktop,wednesday,15,72,0,neutral,0,1,1,1,7594,2,0.1455,0.0279,0.1534,0.0895,0.0342
4585,promo,limited_offer,loyal_customer,mobile,saturday,14,55,1,neutral,0,1,4,3,34958,4,0.3381,0.0853,0.2767,0.1582,0.0675
4586,cart_abandonment,bundle,new_customer,mobile,tuesday,14,58,0,urgent,1,0,1,3,42707,3,0.2916,0.0414,0.267,0.1313,0.105
4587,onboarding,no_offer,loyal_customer,desktop,thursday,12,35,1,positive,0,1,2,3,57563,6,0.4009,0.0651,0.3438,0.1503,0.0534
4588,reactivation,discount,new_customer,mobile,thursday,9,21,1,urgent,1,0,3,1,98936,5,0.2614,0.0371,0.2499,0.0839,0.0582
4589,promo,free_shipping,loyal_customer,mobile,wednesday,8,74,1,positive,0,1,3,2,99657,6,0.3349,0.0586,0.2654,0.1353,0.0586
4590,promo,free_shipping,inactive_customer,mobile,tuesday,18,64,1,neutral,0,1,4,3,28569,4,0.1456,0.0355,0.127,0.0384,0.0119
4591,newsletter,free_shipping,new_customer,mobile,sunday,17,58,1,positive,0,1,4,1,83349,5,0.2657,0.0514,0.1882,0.0859,0.0292
4592,cart_abandonment,no_offer,inactive_customer,mobile,sunday,12,68,1,positive,0,1,1,2,37437,5,0.1653,0.0365,0.0998,0.0537,0.0429
4593,promo,discount,prospect,mobile,sunday,17,40,1,neutral,0,1,2,1,60394,0,0.2317,0.0112,0.2338,0.1099,0.0627
4594,onboarding,limited_offer,new_customer,mobile,sunday,20,41,0,positive,0,1,5,3,67653,3,0.3086,0.005,0.1996,0.0854,0.0683
4595,onboarding,bundle,inactive_customer,mobile,sunday,11,52,0,neutral,0,1,3,3,24907,6,0.2612,0.0264,0.1405,0.0627,0.0343
4596,newsletter,no_offer,prospect,mobile,wednesday,7,29,0,neutral,0,1,3,2,23106,1,0.1648,0.0556,0.1667,0.0865,0.0142
4597,cart_abandonment,bundle,new_customer,mobile,sunday,19,21,0,urgent,1,1,3,1,52173,1,0.2202,0.0173,0.2006,0.1256,0.0943
4598,cart_abandonment,discount,loyal_customer,desktop,wednesday,11,50,1,positive,0,1,4,3,96987,0,0.3772,0.0814,0.4275,0.2295,0.1278
4599,promo,limited_offer,inactive_customer,desktop,saturday,16,69,1,positive,0,1,3,2,13666,5,0.1649,0.0472,0.107,0.0823,0.0445
4600,reactivation,no_offer,prospect,mobile,friday,7,51,1,urgent,1,1,2,1,56737,5,0.1951,0.0164,0.1628,0.0398,0.001
4601,newsletter,bundle,new_customer,mobile,sunday,8,52,1,neutral,0,1,2,3,75134,0,0.2749,0.067,0.2387,0.1307,0.0484
4602,newsletter,discount,inactive_customer,desktop,wednesday,18,35,1,positive,0,1,2,1,22893,6,0.2118,0.0346,0.1288,0.061,0.0317
4603,promo,free_shipping,prospect,mobile,sunday,18,54,0,neutral,0,0,5,3,53201,4,0.2126,0.0471,0.1665,0.0742,0.0199
4604,newsletter,free_shipping,new_customer,mobile,saturday,15,63,0,urgent,1,1,1,3,5995,4,0.2596,0.0234,0.1537,0.088,0.0328
4605,onboarding,bundle,prospect,mobile,wednesday,12,21,1,neutral,0,1,4,2,87319,1,0.1753,0.0384,0.234,0.0897,0.0509
4606,promo,limited_offer,new_customer,mobile,friday,19,60,1,positive,0,0,5,1,19841,0,0.2785,0.0583,0.2503,0.1414,0.0834
4607,cart_abandonment,limited_offer,prospect,mobile,thursday,12,40,0,positive,0,1,4,3,92423,2,0.1358,0.0466,0.2005,0.1106,0.0885
4608,promo,bundle,loyal_customer,mobile,friday,14,37,0,positive,0,1,2,2,33637,0,0.361,0.0836,0.3247,0.1859,0.0868
4609,reactivation,discount,new_customer,mobile,saturday,17,19,0,urgent,1,0,5,2,23491,1,0.2352,0.0453,0.1744,0.0764,0.0472
4610,onboarding,limited_offer,new_customer,mobile,friday,20,51,0,neutral,0,1,1,2,58020,6,0.2067,0.0288,0.1599,0.0835,0.0503
4611,cart_abandonment,discount,new_customer,mobile,thursday,15,47,1,positive,0,1,4,3,43568,3,0.1801,0.0327,0.2055,0.1175,0.0836
4612,reactivation,no_offer,loyal_customer,mobile,sunday,10,69,0,neutral,0,1,5,1,85737,3,0.3619,0.0716,0.2172,0.1048,0.0312
4613,onboarding,bundle,new_customer,mobile,monday,11,29,1,neutral,0,1,5,3,46254,4,0.2154,0.0211,0.2508,0.0861,0.0475
4614,reactivation,no_offer,inactive_customer,mobile,tuesday,16,18,0,positive,0,1,2,1,87239,5,0.1834,0.035,0.0834,0.0361,0.007
4615,onboarding,discount,prospect,mobile,saturday,14,61,1,neutral,0,1,3,2,72356,4,0.2186,0.058,0.1842,0.1177,0.0527
4616,newsletter,no_offer,loyal_customer,mobile,sunday,19,59,1,urgent,1,1,3,3,35642,6,0.3271,0.0949,0.2012,0.1096,0.0374
4617,promo,free_shipping,inactive_customer,mobile,saturday,9,27,1,neutral,0,0,5,2,63072,6,0.1632,0.0285,0.1018,0.0108,0.0056
4618,promo,no_offer,new_customer,mobile,tuesday,13,46,1,neutral,0,1,1,2,56909,4,0.2137,0.0666,0.2099,0.083,0.014
4619,newsletter,bundle,prospect,desktop,saturday,16,70,0,urgent,1,1,1,3,23407,2,0.22,0.046,0.1396,0.0591,0.0278
4620,cart_abandonment,discount,inactive_customer,desktop,tuesday,17,23,0,neutral,0,0,4,1,92494,5,0.1953,0.0195,0.1505,0.0694,0.0555
4621,cart_abandonment,discount,new_customer,mobile,tuesday,15,21,1,neutral,0,0,1,2,32444,0,0.2699,0.0572,0.2779,0.1673,0.1062
4622,onboarding,no_offer,prospect,mobile,wednesday,9,72,1,neutral,0,1,3,2,51063,5,0.2351,0.0463,0.2221,0.0812,0.0169
4623,cart_abandonment,free_shipping,loyal_customer,mobile,sunday,14,28,1,positive,0,1,3,1,38736,4,0.313,0.0927,0.3146,0.1952,0.1172
4624,onboarding,limited_offer,loyal_customer,desktop,friday,17,64,1,neutral,0,1,3,1,71027,4,0.3507,0.0656,0.2856,0.1434,0.0897
4625,newsletter,limited_offer,loyal_customer,mobile,monday,14,31,1,positive,0,1,3,3,99132,5,0.3876,0.0687,0.281,0.1511,0.0753
4626,newsletter,bundle,loyal_customer,mobile,tuesday,12,72,0,neutral,0,1,3,1,7991,3,0.3346,0.0853,0.2723,0.1588,0.0768
4627,cart_abandonment,no_offer,loyal_customer,mobile,monday,13,45,1,urgent,1,1,4,1,40238,2,0.3102,0.083,0.3303,0.1704,0.1124
4628,reactivation,discount,new_customer,mobile,tuesday,14,21,0,positive,0,1,1,2,98813,6,0.2056,0.0565,0.1508,0.07,0.0369
4629,reactivation,free_shipping,loyal_customer,mobile,monday,12,30,0,neutral,0,0,2,1,97838,1,0.3472,0.0865,0.2518,0.162,0.065
4630,newsletter,limited_offer,inactive_customer,mobile,thursday,18,22,0,neutral,0,0,5,2,69542,5,0.1717,0.0081,0.1141,0.0184,0.001
4631,newsletter,limited_offer,loyal_customer,desktop,wednesday,7,19,1,positive,0,1,3,3,39013,2,0.363,0.085,0.3399,0.1846,0.0781
4632,onboarding,free_shipping,inactive_customer,mobile,wednesday,16,20,1,neutral,0,1,3,3,13500,4,0.1906,0.0205,0.1618,0.0573,0.0111
4633,reactivation,no_offer,inactive_customer,desktop,wednesday,20,22,1,urgent,1,0,1,3,52791,3,0.1841,0.0416,0.1252,0.0088,0.001
4634,onboarding,no_offer,new_customer,mobile,friday,16,57,1,urgent,1,1,3,3,58911,4,0.2605,0.0364,0.222,0.0801,0.0468
4635,onboarding,no_offer,loyal_customer,mobile,saturday,10,27,1,neutral,0,1,2,3,49676,0,0.3265,0.085,0.3211,0.1706,0.0719
4636,reactivation,free_shipping,loyal_customer,mobile,thursday,19,55,0,urgent,1,1,1,1,56103,5,0.3299,0.0735,0.2105,0.1303,0.0759
4637,onboarding,limited_offer,inactive_customer,mobile,friday,16,26,0,urgent,1,1,5,1,30565,6,0.1531,0.031,0.1224,0.0793,0.0472
4638,cart_abandonment,limited_offer,prospect,desktop,wednesday,18,58,1,positive,0,1,3,2,84847,5,0.1888,0.0202,0.1968,0.0858,0.0686
